parameter,sparsity,top1,top5,loss
module.layer3.3.conv2.weight,0.8,74.972,92.452,1.0042605957358468
module.layer3.3.conv2.weight,0.8500000000000001,74.356,92.13,1.0322711422127122
module.layer3.3.conv2.weight,0.9,73.336,91.538,1.0785027895959058
module.layer3.3.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.3.conv3.weight,0.05,76.134,92.866,0.9646863440165715
module.layer3.3.conv3.weight,0.1,76.13600000000001,92.86999999999999,0.9647435234213364
module.layer3.3.conv3.weight,0.15000000000000002,76.128,92.864,0.9648672080009568
module.layer3.3.conv3.weight,0.2,76.13,92.86,0.9649077560372499
module.layer3.3.conv3.weight,0.25,76.132,92.85,0.9649015097137615
module.layer3.3.conv3.weight,0.30000000000000004,76.11,92.84599999999999,0.9652743097014577
module.layer3.3.conv3.weight,0.35000000000000003,76.102,92.854,0.9652141876214625
module.layer3.3.conv3.weight,0.4,76.08200000000001,92.866,0.9650193477923774
module.layer3.3.conv3.weight,0.45,76.01,92.862,0.9650710302652142
module.layer3.3.conv3.weight,0.5,76.02,92.886,0.9657611336787141
module.layer3.3.conv3.weight,0.55,76.086,92.848,0.9670078995428522
module.layer3.3.conv3.weight,0.6000000000000001,76.028,92.84599999999999,0.9689767546191502
module.layer3.3.conv3.weight,0.65,75.99000000000001,92.83399999999999,0.9709319831917477
module.layer3.3.conv3.weight,0.7000000000000001,75.968,92.77,0.9738261214628513
module.layer3.3.conv3.weight,0.75,75.908,92.758,0.9763602048766857
module.layer3.3.conv3.weight,0.8,75.774,92.71000000000001,0.981126003727621
module.layer3.3.conv3.weight,0.8500000000000001,75.642,92.692,0.9881211832469824
module.layer3.3.conv3.weight,0.9,75.33999999999999,92.55799999999999,1.0010539446102118
module.layer3.4.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.4.conv1.weight,0.05,76.132,92.868,0.9646705359372554
module.layer3.4.conv1.weight,0.1,76.128,92.86999999999999,0.964728718053322
module.layer3.4.conv1.weight,0.15000000000000002,76.13,92.866,0.9648237857131323
module.layer3.4.conv1.weight,0.2,76.12400000000001,92.862,0.9649706519379901
module.layer3.4.conv1.weight,0.25,76.11,92.85600000000001,0.9651829397343857
module.layer3.4.conv1.weight,0.30000000000000004,76.094,92.872,0.9654156705554653
module.layer3.4.conv1.weight,0.35000000000000003,76.102,92.868,0.965497753753954
module.layer3.4.conv1.weight,0.4,76.13600000000001,92.86,0.9657109740893454
module.layer3.4.conv1.weight,0.45,76.098,92.842,0.966798466991405
module.layer3.4.conv1.weight,0.5,76.072,92.842,0.9680390573885973
module.layer3.4.conv1.weight,0.55,76.042,92.874,0.96897750279429
module.layer3.4.conv1.weight,0.6000000000000001,75.992,92.85799999999999,0.9705064177361068
module.layer3.4.conv1.weight,0.65,75.89,92.828,0.972574287987485
module.layer3.4.conv1.weight,0.7000000000000001,75.72,92.746,0.9782453434047655
module.layer3.4.conv1.weight,0.75,75.598,92.66,0.987525142425177
module.layer3.4.conv1.weight,0.8,75.18,92.44,1.002630942178016
module.layer3.4.conv1.weight,0.8500000000000001,74.544,91.97800000000001,1.0348933028171254
module.layer3.4.conv1.weight,0.9,73.188,91.226,1.0957399199963838
module.layer3.4.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.4.conv2.weight,0.05,76.13600000000001,92.864,0.9646854000736255
module.layer3.4.conv2.weight,0.1,76.128,92.866,0.964652440757776
module.layer3.4.conv2.weight,0.15000000000000002,76.12,92.85600000000001,0.9647452630558794
module.layer3.4.conv2.weight,0.2,76.122,92.86,0.9648308364712465
module.layer3.4.conv2.weight,0.25,76.106,92.878,0.9651189753595665
module.layer3.4.conv2.weight,0.30000000000000004,76.096,92.878,0.9650676345490681
module.layer3.4.conv2.weight,0.35000000000000003,76.08200000000001,92.89,0.9651959442666594
module.layer3.4.conv2.weight,0.4,76.112,92.878,0.9652800365370151
module.layer3.4.conv2.weight,0.45,76.152,92.854,0.965791272873781
module.layer3.4.conv2.weight,0.5,76.03999999999999,92.874,0.9676441623240094
module.layer3.4.conv2.weight,0.55,76.034,92.85,0.969448388763228
module.layer3.4.conv2.weight,0.6000000000000001,75.908,92.848,0.9714987894558172
module.layer3.4.conv2.weight,0.65,75.912,92.77,0.9736745516408469
module.layer3.4.conv2.weight,0.7000000000000001,75.736,92.73400000000001,0.9780334536822479
module.layer3.4.conv2.weight,0.75,75.606,92.586,0.9866866562895628
module.layer3.4.conv2.weight,0.8,75.248,92.458,1.0010779660423195
module.layer3.4.conv2.weight,0.8500000000000001,74.638,92.148,1.025234502645172
module.layer3.4.conv2.weight,0.9,73.728,91.632,1.069877805910549
module.layer3.4.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.4.conv3.weight,0.05,76.12400000000001,92.864,0.9646636843681338
module.layer3.4.conv3.weight,0.1,76.12,92.864,0.9647488717217837
module.layer3.4.conv3.weight,0.15000000000000002,76.13,92.866,0.9646777867966769
module.layer3.4.conv3.weight,0.2,76.12400000000001,92.864,0.9646077179635058
module.layer3.4.conv3.weight,0.25,76.106,92.872,0.9649061335592856
module.layer3.4.conv3.weight,0.30000000000000004,76.094,92.876,0.965352285425274
module.layer3.4.conv3.weight,0.35000000000000003,76.112,92.886,0.9650257258694999
module.layer3.4.conv3.weight,0.4,76.104,92.884,0.9659240639635494
module.layer3.4.conv3.weight,0.45,76.08,92.898,0.9663106719298018
module.layer3.4.conv3.weight,0.5,76.03999999999999,92.906,0.9667825857747575
module.layer3.4.conv3.weight,0.55,76.078,92.91,0.967009590824648
module.layer3.4.conv3.weight,0.6000000000000001,76.03800000000001,92.908,0.9679247450311577
module.layer3.4.conv3.weight,0.65,75.982,92.888,0.9703256331992394
module.layer3.4.conv3.weight,0.7000000000000001,75.88000000000001,92.83399999999999,0.9723919355595597
module.layer3.4.conv3.weight,0.75,75.842,92.83,0.9769722969860444
module.layer3.4.conv3.weight,0.8,75.744,92.776,0.9831065818363305
module.layer3.4.conv3.weight,0.8500000000000001,75.524,92.662,0.9928043412462791
module.layer3.4.conv3.weight,0.9,75.2,92.482,1.008693651353218
module.layer3.5.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.5.conv1.weight,0.05,76.13600000000001,92.862,0.9646745354545362
module.layer3.5.conv1.weight,0.1,76.128,92.872,0.9646863319283846
module.layer3.5.conv1.weight,0.15000000000000002,76.12400000000001,92.874,0.964657988095162
module.layer3.5.conv1.weight,0.2,76.128,92.854,0.9647444543637794
module.layer3.5.conv1.weight,0.25,76.13,92.83399999999999,0.9650450590617802
module.layer3.5.conv1.weight,0.30000000000000004,76.13,92.854,0.9651878087648319
module.layer3.5.conv1.weight,0.35000000000000003,76.1,92.86999999999999,0.9651081390982988
module.layer3.5.conv1.weight,0.4,76.088,92.876,0.9651437747691362
module.layer3.5.conv1.weight,0.45,76.05,92.806,0.9669765761616282
module.layer3.5.conv1.weight,0.5,75.982,92.804,0.9688942928855521
module.layer3.5.conv1.weight,0.55,75.884,92.794,0.9708974252702023
module.layer3.5.conv1.weight,0.6000000000000001,75.81599999999999,92.738,0.9744863222752302
module.layer3.5.conv1.weight,0.65,75.712,92.73,0.977926247430091
module.layer3.5.conv1.weight,0.7000000000000001,75.588,92.622,0.9878053006773091
module.layer3.5.conv1.weight,0.75,75.246,92.418,1.004152416270606
module.layer3.5.conv1.weight,0.8,74.612,92.06400000000001,1.029494696809929
module.layer3.5.conv1.weight,0.8500000000000001,73.646,91.46,1.0739336637970134
module.layer3.5.conv1.weight,0.9,70.872,89.97,1.190520921988147
module.layer3.5.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.5.conv2.weight,0.05,76.12400000000001,92.866,0.9646538770472518
module.layer3.5.conv2.weight,0.1,76.128,92.866,0.9647203095409335
module.layer3.5.conv2.weight,0.15000000000000002,76.128,92.86999999999999,0.9647349877168938
module.layer3.5.conv2.weight,0.2,76.112,92.872,0.9648033344015787
module.layer3.5.conv2.weight,0.25,76.118,92.882,0.9648947976529599
module.layer3.5.conv2.weight,0.30000000000000004,76.08200000000001,92.902,0.9654063195446317
module.layer3.5.conv2.weight,0.35000000000000003,76.08,92.906,0.9658181373866233
module.layer3.5.conv2.weight,0.4,76.01599999999999,92.908,0.9667978783195116
module.layer3.5.conv2.weight,0.45,75.944,92.892,0.9673085880978982
module.layer3.5.conv2.weight,0.5,75.972,92.876,0.9679759553804688
module.layer3.5.conv2.weight,0.55,75.956,92.878,0.9698539878792908
module.layer3.5.conv2.weight,0.6000000000000001,75.936,92.86999999999999,0.9712723267017582
module.layer3.5.conv2.weight,0.65,75.832,92.83200000000001,0.9755412869307459
module.layer3.5.conv2.weight,0.7000000000000001,75.622,92.784,0.9820545564348603
module.layer3.5.conv2.weight,0.75,75.436,92.702,0.9908605442211338
module.layer3.5.conv2.weight,0.8,75.116,92.55,1.0033516705948478
module.layer3.5.conv2.weight,0.8500000000000001,74.644,92.234,1.026049519984089
module.layer3.5.conv2.weight,0.9,73.69200000000001,91.662,1.068616030243587
module.layer3.5.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer3.5.conv3.weight,0.05,76.12,92.86999999999999,0.9646685988623266
module.layer3.5.conv3.weight,0.1,76.128,92.866,0.9647082207458362
module.layer3.5.conv3.weight,0.15000000000000002,76.144,92.876,0.9647457076578728
module.layer3.5.conv3.weight,0.2,76.12,92.884,0.9650524072349073
module.layer3.5.conv3.weight,0.25,76.13600000000001,92.9,0.9652635309160972
module.layer3.5.conv3.weight,0.30000000000000004,76.15,92.884,0.965458774140903
module.layer3.5.conv3.weight,0.35000000000000003,76.092,92.896,0.9658322594299605
module.layer3.5.conv3.weight,0.4,76.11,92.898,0.9662163265961773
module.layer3.5.conv3.weight,0.45,76.112,92.86,0.9670077899889071
module.layer3.5.conv3.weight,0.5,76.058,92.854,0.9681087097495185
module.layer3.5.conv3.weight,0.55,76.02,92.816,0.9697261223835605
module.layer3.5.conv3.weight,0.6000000000000001,75.996,92.83399999999999,0.9715554746894202
module.layer3.5.conv3.weight,0.65,75.946,92.756,0.97424751185641
module.layer3.5.conv3.weight,0.7000000000000001,75.788,92.728,0.9781782069832694
module.layer3.5.conv3.weight,0.75,75.654,92.688,0.9855461969059341
module.layer3.5.conv3.weight,0.8,75.446,92.62599999999999,0.9911223890982115
module.layer3.5.conv3.weight,0.8500000000000001,75.134,92.486,1.0054024407754143
module.layer3.5.conv3.weight,0.9,74.642,92.22399999999999,1.026280406786471
module.layer4.0.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.0.conv1.weight,0.05,76.122,92.866,0.9647691911276507
module.layer4.0.conv1.weight,0.1,76.108,92.862,0.965236447295364
module.layer4.0.conv1.weight,0.15000000000000002,76.09,92.84599999999999,0.9654265738719581
module.layer4.0.conv1.weight,0.2,76.05999999999999,92.816,0.9659110477992466
module.layer4.0.conv1.weight,0.25,76.062,92.83399999999999,0.9657878983689812
module.layer4.0.conv1.weight,0.30000000000000004,76.08200000000001,92.824,0.9664014105742077
module.layer4.0.conv1.weight,0.35000000000000003,76.07,92.82000000000001,0.9673862221593761
module.layer4.0.conv1.weight,0.4,75.992,92.83200000000001,0.9697358537541358
module.layer4.0.conv1.weight,0.45,75.954,92.754,0.9731795441131199
module.layer4.0.conv1.weight,0.5,75.852,92.688,0.977329336791014
module.layer4.0.conv1.weight,0.55,75.624,92.65,0.9818790628745847
module.layer4.0.conv1.weight,0.6000000000000001,75.394,92.634,0.9876056928567741
module.layer4.0.conv1.weight,0.65,75.068,92.49199999999999,1.0007976301166477
module.layer4.0.conv1.weight,0.7000000000000001,74.646,92.374,1.016528273267405
module.layer4.0.conv1.weight,0.75,74.094,92.036,1.0411688048316512
module.layer4.0.conv1.weight,0.8,73.17,91.572,1.0796372804562657
module.layer4.0.conv1.weight,0.8500000000000001,71.58200000000001,90.546,1.1536683601384272
module.layer4.0.conv1.weight,0.9,68.716,89.064,1.2719861918262068
module.layer4.0.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.0.conv2.weight,0.05,76.132,92.864,0.9646616388036285
module.layer4.0.conv2.weight,0.1,76.13,92.868,0.9646456802681996
module.layer4.0.conv2.weight,0.15000000000000002,76.112,92.872,0.9646666379151296
module.layer4.0.conv2.weight,0.2,76.102,92.882,0.9646386815120975
module.layer4.0.conv2.weight,0.25,76.098,92.862,0.9649216078830004
module.layer4.0.conv2.weight,0.30000000000000004,76.08200000000001,92.874,0.9651979284018888
module.layer4.0.conv2.weight,0.35000000000000003,76.042,92.85,0.9654971716203253
module.layer4.0.conv2.weight,0.4,76.05,92.866,0.9653664685937821
module.layer4.0.conv2.weight,0.45,76.042,92.85600000000001,0.96651311271957
module.layer4.0.conv2.weight,0.5,75.98,92.894,0.9679279871741124
module.layer4.0.conv2.weight,0.55,75.94,92.85799999999999,0.9706180818683036
module.layer4.0.conv2.weight,0.6000000000000001,75.9,92.796,0.9747372131262512
module.layer4.0.conv2.weight,0.65,75.678,92.662,0.9804567112302296
module.layer4.0.conv2.weight,0.7000000000000001,75.28399999999999,92.486,0.9928339525144924
module.layer4.0.conv2.weight,0.75,74.664,92.208,1.015144149715803
module.layer4.0.conv2.weight,0.8,73.57199999999999,91.66,1.0632658918597269
module.layer4.0.conv2.weight,0.8500000000000001,71.56400000000001,90.526,1.158355588207439
module.layer4.0.conv2.weight,0.9,66.274,87.40400000000001,1.4321018664204341
module.layer4.0.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.0.conv3.weight,0.05,76.144,92.866,0.9646243126872853
module.layer4.0.conv3.weight,0.1,76.13799999999999,92.868,0.9647068769804072
module.layer4.0.conv3.weight,0.15000000000000002,76.122,92.874,0.9647741754900434
module.layer4.0.conv3.weight,0.2,76.094,92.868,0.9654062889820458
module.layer4.0.conv3.weight,0.25,76.114,92.864,0.9658602686712937
module.layer4.0.conv3.weight,0.30000000000000004,76.072,92.868,0.966436926199465
module.layer4.0.conv3.weight,0.35000000000000003,76.046,92.852,0.9663910732737607
module.layer4.0.conv3.weight,0.4,75.972,92.84,0.9666790780516306
module.layer4.0.conv3.weight,0.45,75.952,92.84400000000001,0.9684242948281523
module.layer4.0.conv3.weight,0.5,75.912,92.808,0.9710859551417586
module.layer4.0.conv3.weight,0.55,75.83800000000001,92.786,0.9724007748371492
module.layer4.0.conv3.weight,0.6000000000000001,75.64999999999999,92.682,0.976852806323037
module.layer4.0.conv3.weight,0.65,75.44999999999999,92.562,0.9832673416453963
module.layer4.0.conv3.weight,0.7000000000000001,75.16000000000001,92.49199999999999,0.9897158986755781
module.layer4.0.conv3.weight,0.75,74.824,92.354,1.0037390080337625
module.layer4.0.conv3.weight,0.8,74.12,92.012,1.0289407155039358
module.layer4.0.conv3.weight,0.8500000000000001,73.056,91.448,1.0826600371878972
module.layer4.0.conv3.weight,0.9,71.182,90.49000000000001,1.1900964514637487
module.layer4.0.downsample.0.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.0.downsample.0.weight,0.05,76.13,92.868,0.9646604801623185
module.layer4.0.downsample.0.weight,0.1,76.144,92.86999999999999,0.9645810133340404
module.layer4.0.downsample.0.weight,0.15000000000000002,76.116,92.872,0.964726857156778
module.layer4.0.downsample.0.weight,0.2,76.104,92.884,0.9647985486959928
module.layer4.0.downsample.0.weight,0.25,76.102,92.892,0.96447850406474
module.layer4.0.downsample.0.weight,0.30000000000000004,76.092,92.892,0.9643411718460979
module.layer4.0.downsample.0.weight,0.35000000000000003,76.084,92.874,0.9642523823648086
module.layer4.0.downsample.0.weight,0.4,76.046,92.886,0.9645632262892866
module.layer4.0.downsample.0.weight,0.45,76.05199999999999,92.864,0.9645484682856774
module.layer4.0.downsample.0.weight,0.5,75.96000000000001,92.904,0.9641742040308152
module.layer4.0.downsample.0.weight,0.55,75.964,92.93599999999999,0.963264585757742
module.layer4.0.downsample.0.weight,0.6000000000000001,75.958,92.914,0.9641275291844291
module.layer4.0.downsample.0.weight,0.65,75.826,92.914,0.9659762876678479
module.layer4.0.downsample.0.weight,0.7000000000000001,75.728,92.848,0.9673505512883463
module.layer4.0.downsample.0.weight,0.75,75.58,92.822,0.9712456029896831
module.layer4.0.downsample.0.weight,0.8,75.414,92.75999999999999,0.9757710112905018
module.layer4.0.downsample.0.weight,0.8500000000000001,75.25,92.622,0.984938125525202
module.layer4.0.downsample.0.weight,0.9,74.944,92.444,0.997572987435424
module.layer4.1.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.1.conv1.weight,0.05,76.12,92.862,0.9646321842256854
module.layer4.1.conv1.weight,0.1,76.13799999999999,92.866,0.9648048239855136
module.layer4.1.conv1.weight,0.15000000000000002,76.128,92.85600000000001,0.964654898308978
module.layer4.1.conv1.weight,0.2,76.102,92.84,0.9652391444055399
module.layer4.1.conv1.weight,0.25,76.068,92.83,0.9662490013454643
module.layer4.1.conv1.weight,0.30000000000000004,76.03,92.848,0.9669032601677637
module.layer4.1.conv1.weight,0.35000000000000003,76.028,92.81,0.9684962476698719
module.layer4.1.conv1.weight,0.4,76.03,92.82000000000001,0.9717456755437416
module.layer4.1.conv1.weight,0.45,75.946,92.784,0.9771837118480884
module.layer4.1.conv1.weight,0.5,75.886,92.758,0.9839841953801867
module.layer4.1.conv1.weight,0.55,75.756,92.622,0.9954331617574301
module.layer4.1.conv1.weight,0.6000000000000001,75.50200000000001,92.51,1.0102528068332037
module.layer4.1.conv1.weight,0.65,74.952,92.282,1.0348779738557576
module.layer4.1.conv1.weight,0.7000000000000001,74.242,91.944,1.0683950698193232
module.layer4.1.conv1.weight,0.75,73.03200000000001,91.186,1.1320611369244904
module.layer4.1.conv1.weight,0.8,70.818,89.968,1.2289851056982062
module.layer4.1.conv1.weight,0.8500000000000001,66.386,86.92999999999999,1.453631218294708
module.layer4.1.conv1.weight,0.9,56.374,79.192,2.03094654606313
module.layer4.1.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.1.conv2.weight,0.05,76.134,92.85799999999999,0.9646637948343944
module.layer4.1.conv2.weight,0.1,76.102,92.84400000000001,0.9646363883298271
module.layer4.1.conv2.weight,0.15000000000000002,76.08200000000001,92.854,0.9646522636164206
module.layer4.1.conv2.weight,0.2,76.08,92.882,0.9646354374684853
module.layer4.1.conv2.weight,0.25,76.068,92.882,0.9636957879577361
module.layer4.1.conv2.weight,0.30000000000000004,76.046,92.916,0.9640697713713255
module.layer4.1.conv2.weight,0.35000000000000003,76.05999999999999,92.882,0.9634229775746259
module.layer4.1.conv2.weight,0.4,76.024,92.882,0.9626841106433046
module.layer4.1.conv2.weight,0.45,75.96000000000001,92.85,0.96249207230855
module.layer4.1.conv2.weight,0.5,75.83800000000001,92.852,0.9619015105524839
module.layer4.1.conv2.weight,0.55,75.82,92.78999999999999,0.963331189234646
module.layer4.1.conv2.weight,0.6000000000000001,75.67399999999999,92.714,0.9684677181803446
module.layer4.1.conv2.weight,0.65,75.30799999999999,92.65,0.9805222210683386
module.layer4.1.conv2.weight,0.7000000000000001,74.81400000000001,92.36,1.0099134839006836
module.layer4.1.conv2.weight,0.75,73.93,91.96,1.0738644932149621
module.layer4.1.conv2.weight,0.8,72.026,91.06,1.2299962623082858
module.layer4.1.conv2.weight,0.8500000000000001,69.288,89.49000000000001,1.5388828108505328
module.layer4.1.conv2.weight,0.9,63.528000000000006,85.87599999999999,2.0958222755972242
module.layer4.1.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.1.conv3.weight,0.05,76.13,92.862,0.964628594338285
module.layer4.1.conv3.weight,0.1,76.1,92.862,0.9645444217841237
module.layer4.1.conv3.weight,0.15000000000000002,76.108,92.854,0.9647458964312567
module.layer4.1.conv3.weight,0.2,76.114,92.854,0.9644969740540396
module.layer4.1.conv3.weight,0.25,76.122,92.86,0.9649531062768426
module.layer4.1.conv3.weight,0.30000000000000004,76.13,92.848,0.9646976009315372
module.layer4.1.conv3.weight,0.35000000000000003,76.08,92.874,0.9655076996708406
module.layer4.1.conv3.weight,0.4,75.992,92.85,0.9669925045906287
module.layer4.1.conv3.weight,0.45,75.978,92.842,0.9684470431993197
module.layer4.1.conv3.weight,0.5,75.926,92.84,0.969142509206217
module.layer4.1.conv3.weight,0.55,75.88000000000001,92.786,0.9709138222494903
module.layer4.1.conv3.weight,0.6000000000000001,75.774,92.714,0.9715066485259001
module.layer4.1.conv3.weight,0.65,75.676,92.648,0.9741514270402946
module.layer4.1.conv3.weight,0.7000000000000001,75.534,92.60000000000001,0.9803333634472621
module.layer4.1.conv3.weight,0.75,75.336,92.518,0.9895339659890349
module.layer4.1.conv3.weight,0.8,74.99199999999999,92.378,1.0023848726129045
module.layer4.1.conv3.weight,0.8500000000000001,74.454,92.06400000000001,1.025596725849473
module.layer4.1.conv3.weight,0.9,73.424,91.702,1.0705573006856195
module.layer4.2.conv1.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.2.conv1.weight,0.05,76.122,92.854,0.9646549300119587
module.layer4.2.conv1.weight,0.1,76.116,92.886,0.9645608734263453
module.layer4.2.conv1.weight,0.15000000000000002,76.112,92.894,0.9646784847944366
module.layer4.2.conv1.weight,0.2,76.128,92.892,0.9652180627596619
module.layer4.2.conv1.weight,0.25,76.088,92.904,0.9669616530288239
module.layer4.2.conv1.weight,0.30000000000000004,76.088,92.906,0.9679775751214857
module.layer4.2.conv1.weight,0.35000000000000003,76.018,92.886,0.9703445698381683
module.layer4.2.conv1.weight,0.4,75.968,92.852,0.9729939278747355
module.layer4.2.conv1.weight,0.45,75.912,92.81200000000001,0.9775472623201051
module.layer4.2.conv1.weight,0.5,75.844,92.78800000000001,0.9817641713485427
module.layer4.2.conv1.weight,0.55,75.682,92.694,0.9894593739692047
module.layer4.2.conv1.weight,0.6000000000000001,75.44,92.606,1.000938543175556
module.layer4.2.conv1.weight,0.65,75.164,92.418,1.0210820184070233
module.layer4.2.conv1.weight,0.7000000000000001,74.732,92.22399999999999,1.0401029802706774
module.layer4.2.conv1.weight,0.75,73.848,91.744,1.0763523136170547
module.layer4.2.conv1.weight,0.8,72.59599999999999,91.098,1.1315679711346733
module.layer4.2.conv1.weight,0.8500000000000001,70.13199999999999,89.654,1.2370361215910135
module.layer4.2.conv1.weight,0.9,66.206,87.45,1.416997416895262
module.layer4.2.conv2.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.2.conv2.weight,0.05,76.14,92.866,0.9646769955906332
module.layer4.2.conv2.weight,0.1,76.134,92.85,0.9647296803186134
module.layer4.2.conv2.weight,0.15000000000000002,76.116,92.862,0.9647001837741356
module.layer4.2.conv2.weight,0.2,76.13,92.866,0.9646380544469068
module.layer4.2.conv2.weight,0.25,76.122,92.852,0.9650273275922755
module.layer4.2.conv2.weight,0.30000000000000004,76.086,92.84400000000001,0.9658194949888453
module.layer4.2.conv2.weight,0.35000000000000003,76.106,92.828,0.966594561478313
module.layer4.2.conv2.weight,0.4,76.01599999999999,92.838,0.9681339644807941
module.layer4.2.conv2.weight,0.45,75.988,92.816,0.9700945845367962
module.layer4.2.conv2.weight,0.5,75.888,92.758,0.9724045393570345
module.layer4.2.conv2.weight,0.55,75.866,92.752,0.9747197839374444
module.layer4.2.conv2.weight,0.6000000000000001,75.736,92.67800000000001,0.9791379082871946
module.layer4.2.conv2.weight,0.65,75.57000000000001,92.58,0.9849062343032996
module.layer4.2.conv2.weight,0.7000000000000001,75.348,92.472,0.9926104199673447
module.layer4.2.conv2.weight,0.75,74.994,92.348,1.004061947747761
module.layer4.2.conv2.weight,0.8,74.644,92.12400000000001,1.0179279218522865
module.layer4.2.conv2.weight,0.8500000000000001,73.76400000000001,91.628,1.0508484361427166
module.layer4.2.conv2.weight,0.9,72.408,90.97800000000001,1.107690737715789
module.layer4.2.conv3.weight,0.0,76.13,92.862,0.9646787427517838
module.layer4.2.conv3.weight,0.05,76.128,92.864,0.9646840759990167
module.layer4.2.conv3.weight,0.1,76.13,92.864,0.9646865685983578
module.layer4.2.conv3.weight,0.15000000000000002,76.132,92.84599999999999,0.9647643851230338
module.layer4.2.conv3.weight,0.2,76.108,92.85600000000001,0.9648429680691687
module.layer4.2.conv3.weight,0.25,76.12400000000001,92.866,0.9648567625150383
module.layer4.2.conv3.weight,0.30000000000000004,76.066,92.84599999999999,0.9651891450796807
module.layer4.2.conv3.weight,0.35000000000000003,76.054,92.826,0.9658799501402036
module.layer4.2.conv3.weight,0.4,76.058,92.838,0.9664838206859266
module.layer4.2.conv3.weight,0.45,76.02,92.85,0.9673866124785679
module.layer4.2.conv3.weight,0.5,76.03800000000001,92.838,0.9678914459536273
module.layer4.2.conv3.weight,0.55,75.97,92.892,0.968703758199604
module.layer4.2.conv3.weight,0.6000000000000001,75.982,92.848,0.970260597689419
module.layer4.2.conv3.weight,0.65,75.896,92.83,0.9723134414882073
module.layer4.2.conv3.weight,0.7000000000000001,75.76,92.75,0.9760201024461764
module.layer4.2.conv3.weight,0.75,75.644,92.618,0.9801184416425474
module.layer4.2.conv3.weight,0.8,75.292,92.428,0.9913111478090286
module.layer4.2.conv3.weight,0.8500000000000001,74.66,92.106,1.0146904000822372
module.layer4.2.conv3.weight,0.9,73.708,91.604,1.0628612643601953
module.fc.weight,0.0,76.13,92.862,0.9646787427517838
module.fc.weight,0.05,76.13600000000001,92.864,0.9646942548605865
module.fc.weight,0.1,76.118,92.874,0.9647133982151138
module.fc.weight,0.15000000000000002,76.112,92.886,0.964541596949709
module.fc.weight,0.2,76.084,92.892,0.9644192955931842
module.fc.weight,0.25,76.064,92.888,0.96466780689602
module.fc.weight,0.30000000000000004,76.044,92.874,0.9641598925298572
module.fc.weight,0.35000000000000003,75.968,92.864,0.9642475264108911
module.fc.weight,0.4,75.952,92.868,0.9644550814920542
module.fc.weight,0.45,75.89,92.808,0.9649695312338217
module.fc.weight,0.5,75.828,92.824,0.9659978333784609
module.fc.weight,0.55,75.79400000000001,92.768,0.9675186584342502
module.fc.weight,0.6000000000000001,75.68,92.696,0.9713512824050021
module.fc.weight,0.65,75.458,92.622,0.9768272386673763
module.fc.weight,0.7000000000000001,75.318,92.536,0.9850116268712651
module.fc.weight,0.75,75.024,92.396,0.9980594088532487
module.fc.weight,0.8,74.658,92.23,1.0172776503830538
module.fc.weight,0.8500000000000001,74.054,91.91,1.0468037982224205
module.fc.weight,0.9,73.06,91.392,1.1095767288791891
